catalog,localpath,roughness,thickness,g60,LAB_L_dmin,LAB_A_dmin,LAB_B_dmin,LAB_L_dmax,LAB_A_dmax,LAB_B_dmax
5521c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521c_ke_1.tif,0.0326118628154032,,25.81149,88.32,-0.79,11.0,16.52,0.02,6.81
5521cc,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521cc_kp_1.tif,0.0248376609842029,,37.6596,91.19,-0.67,3.21,20.87,-0.3,3.66
5521d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521d_ke_2.tif,0.0428364572654769,,7.800902,90.71,-0.8,9.43,18.12,0.08,3.3
5521dd,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521dd_kp_0.tif,0.0263381526581198,,16.11638,91.6,-0.58,3.17,20.82,0.29,-0.84
5521e,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521e_ke_1.tif,0.0572818919546622,,5.513749,89.81,-0.71,10.33,26.63,0.05,2.14
5521ee,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521ee_kp_1.tif,0.0132022176380712,,96.22903,90.03,-0.05,1.38,17.54,-0.05,2.54
5521f,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521f_ke_0.tif,0.0800124002765685,,16.48786,89.91,-0.86,9.95,39.47,-0.29,7.33
5521ff,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521ff_kp_1.tif,0.032271008613434,,11.00356,93.21,-0.76,9.92,18.72,0.18,1.81
5521g,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521g_ke_2.tif,0.0627114674521516,,26.33687,86.72,-0.66,3.37,20.4,0.11,4.93
5521gg,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521gg_kp_2.tif,0.0330833385928969,,7.460599,91.55,-0.65,4.52,24.97,0.22,-0.13
5521h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521h_kk_1.tif,0.054291012371782,,8.818878,87.81,-1.38,7.88,23.65,0.16,0.72
5521hh,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521hh_kp_1.tif,0.1172925206597755,,16.13925,93.03,-1.13,8.97,17.5,0.1,2.32
5521i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521i_kk_1.tif,0.0372276872479267,,9.909084,90.19,-1.08,4.84,21.73,0.39,1.16
5521ii,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521ii_kp_2.tif,0.0105526578133816,,90.78703,89.82,-0.62,3.53,11.21,-0.02,4.3
5521j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521j_kk_2.tif,0.0138569104834794,,88.6592,90.28,-0.15,2.22,23.11,0.12,2.23
5521jj,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521jj_kp_1.tif,0.0233110493945871,,15.46213,93.85,-0.82,9.81,21.95,0.77,6.57
5521k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521k_kk_1.tif,0.0362355824602172,,9.697842,91.05,-0.84,9.47,32.14,0.0,2.54
5521kk,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521kk_kp_1.tif,0.0390208865416267,,12.19554,93.82,-0.89,11.07,17.52,0.32,4.28
5521l,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521l_kk_0.tif,0.0222128982163236,,13.82582,91.36,-0.71,3.01,32.01,0.0,1.39
5521ll,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521ll_kp_1.tif,0.0603787466878082,,25.25046,93.87,-1.06,12.51,32.03,0.23,6.02
5521m,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521m_km_1.tif,0.0341446444384617,,12.591,92.91,-1.05,4.89,26.92,0.11,1.65
5521mm,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521mm_kp_1.tif,0.0940374637837111,,3.679976,92.91,-1.18,7.35,26.75,0.12,1.49
5521n,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521n_km_1.tif,0.0104873493443863,,80.5855,90.54,-0.3,3.92,16.61,0.83,4.01
5521nn,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521nn_ks_0.tif,0.0447196734419242,,15.25474,92.98,-0.56,2.22,28.78,-0.02,2.77
5521o,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521o_km_0.tif,0.0456001739213124,,12.46073,92.02,-0.8,8.94,20.33,0.43,2.11
5521oo,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521oo_ks_0.tif,0.0693550285682313,,25.61634,93.36,-0.04,2.9,17.97,0.15,3.17
5521p,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521p_km_2.tif,0.0196201759446417,,45.8047,87.18,-0.62,2.35,20.3,0.24,2.94
5521pp,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521pp_ka_2.tif,0.0414434550660907,,8.194248,94.43,-0.86,10.47,28.59,-0.86,4.54
5521q,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521q_km_0.tif,0.1104650322197877,,15.62366,91.0,-0.9,9.45,22.75,-0.01,3.05
5521qq,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521qq_ka_2.tif,0.0369107078285515,,17.01606,94.59,-1.1,6.44,12.39,1.08,3.45
5521r,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521r_km_0.tif,0.0876297269239675,,4.158256,90.23,-1.06,7.75,34.82,-0.54,1.84
5521rr,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521rr_ka_2.tif,0.0356070119129734,,13.37863,92.15,-0.45,4.73,22.29,0.02,0.59
5521s,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521s_ko_1.tif,0.0219788117526864,,21.28558,92.68,-0.84,9.26,24.75,0.21,6.71
5521ss,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521ss_kv_2.tif,0.0120153218936518,,89.50275,92.27,1.25,0.08,25.75,-0.04,-1.25
5521t,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521t_ko_0.tif,0.0410545842710292,,14.69087,90.28,-0.97,8.66,28.26,0.06,5.23
5521u,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521u_ko_1.tif,0.0442217798771359,,6.909205,90.68,-0.96,10.27,26.06,0.07,3.04
5521v,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521v_ko_0.tif,0.0367974824532967,,3.285939,92.84,-0.43,8.95,36.41,-0.13,3.79
5521w,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521w_ko_0.tif,0.0845464655882636,,18.97306,93.66,-0.8,9.88,16.23,0.83,4.55
5521x,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521x_ko_2.tif,0.0643239812426614,,7.492075,89.76,-0.2,20.68,23.83,0.43,4.56
5521y,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521y_ka_1.tif,0.0095817450864509,,88.02553,90.72,-0.41,3.35,14.75,0.77,3.09
5521z,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5521z_kp_2.tif,0.0419766172584032,,10.31091,90.43,-1.23,8.63,17.95,0.38,0.78
5522a,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522a_ke_2.tif,0.0336995881116978,,13.59245,86.23,-0.76,4.52,31.99,-0.12,3.84
5522aa,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522aa_kp_1.tif,0.0325058642481904,,11.57516,91.72,-0.68,8.97,18.06,0.07,1.93
5522b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522b_ke_1.tif,0.0298871735527368,,15.42608,91.23,-0.76,10.7,26.73,-0.03,6.84
5522bb,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522bb_kp_1.tif,0.0259364568899944,,37.46432,89.86,-0.56,2.99,18.14,-0.22,3.32
5522c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522c_ke_1.tif,0.0355903712899057,,35.72809,86.97,-0.67,10.32,16.93,0.01,6.81
5522cc,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522cc_kp_1.tif,0.0261513350571302,,16.09027,88.82,-0.45,3.16,20.42,0.21,-0.64
5522d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522d_ke_2.tif,0.04794636437606,,9.406054,92.05,-0.56,9.58,17.96,0.05,3.48
5522dd,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522dd_kp_1.tif,0.011785536550777,,96.37558,89.83,-0.08,1.38,18.36,0.08,2.31
5522e,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522e_ke_1.tif,0.0684452143680224,,6.041219,87.77,-0.56,9.74,24.6,0.06,2.32
5522ee,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522ee_kp_0.tif,0.0378907008990859,,12.30559,92.59,-0.64,9.49,18.58,0.32,1.78
5522f,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522f_ke_0.tif,0.1000743945331911,,24.89803,86.26,-0.89,9.06,39.27,-0.32,6.79
5522ff,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522ff_kp_0.tif,0.0308043506306734,,7.921798,91.48,-0.57,4.84,24.33,0.26,-0.29
5522g,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522g_ke_0.tif,0.0760392255747432,,29.32659,86.02,-0.62,3.21,25.45,-0.02,4.29
5522gg,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522gg_kp_2.tif,0.1146175482103651,,24.76494,93.95,-0.71,8.87,19.44,0.16,2.09
5522h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522h_kk_2.tif,0.0556204704404305,,10.70089,90.79,-1.35,7.86,24.07,0.17,0.4
5522hh,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522hh_kp_2.tif,0.0096037437320789,,94.26865,91.3,-0.4,4.01,10.33,-0.16,3.95
5522i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522i_kk_2.tif,0.0336638178766841,,11.63988,91.62,-0.94,4.84,21.12,0.38,1.03
5522ii,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522ii_kp_2.tif,0.0302768553401601,,16.30919,93.6,-0.79,10.74,22.27,0.66,6.41
5522j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522j_kk_2.tif,0.0118419436475145,,93.68444,90.76,-0.12,2.26,23.79,0.19,1.48
5522jj,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522jj_kp_2.tif,0.0413959042852812,,11.28318,92.02,-0.78,11.07,17.62,0.11,3.29
5522k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522k_kk_0.tif,0.038746993464728,,10.1923,93.01,-0.82,8.99,29.03,-0.06,2.31
5522kk,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522kk_kp_1.tif,0.0689904696922499,,31.11281,93.5,-0.88,12.47,35.09,0.18,6.05
5522l,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522l_kk_2.tif,0.0221987167954544,,14.97157,90.94,-0.66,3.19,31.27,0.04,1.24
5522ll,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522ll_kp_2.tif,0.1008088863757345,,3.356432,92.8,-1.22,7.83,27.94,0.06,1.95
5522m,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522m_km_1.tif,0.038187496862314,,15.17685,92.32,-0.93,4.88,28.51,0.09,0.66
5522mm,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522mm_ks_2.tif,0.0539665538949562,,15.53711,93.17,-0.48,2.29,29.89,-0.08,2.48
5522n,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522n_km_1.tif,0.0094456729370731,,93.94458,91.03,-0.16,3.98,15.24,1.01,4.21
5522nn,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522nn_ks_2.tif,0.0637346861749534,,24.25598,93.04,-0.08,2.87,15.69,0.23,3.02
5522o,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522o_km_0.tif,0.0485518917320984,,12.75943,92.41,-0.71,8.86,18.14,0.57,2.28
5522oo,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522oo_ka_0.tif,0.0418638220912564,,9.41408,94.39,-0.69,10.01,23.59,-0.23,2.96
5522p,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522p_km_2.tif,0.0204476265219129,,52.34383,86.22,-0.58,2.38,29.18,-0.09,2.74
5522pp,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522pp_ka_2.tif,0.0370082898057633,,17.56509,94.22,-1.05,6.57,13.05,0.72,3.31
5522q,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522q_km_2.tif,0.1094649303124712,,22.18694,89.7,-0.8,8.85,20.06,0.1,3.1
5522qq,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522qq_ka_1.tif,0.0106742065200448,,95.65347,92.85,-0.44,3.27,12.25,1.0,4.21
5522r,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522r_km_0.tif,0.0857646524719008,,5.269298,93.42,-0.96,8.07,35.06,-0.47,1.63
5522rr,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522rr_ka_2.tif,0.033697824678803,,14.24443,91.76,-0.44,4.0,25.43,-0.27,0.63
5522s,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522s_ko_1.tif,0.0215049642390688,,18.63409,93.86,-0.71,9.46,23.39,0.03,6.53
5522ss,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522ss_kv_2.tif,0.0120449049383713,,97.67641,91.6,1.07,-0.76,54.2,0.23,-1.43
5522t,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522t_ko_0.tif,0.0406342652001341,,15.37449,93.48,-0.8,8.7,32.54,-0.33,5.79
5522u,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522u_ko_1.tif,0.0435377909533878,,7.384064,91.22,-0.84,10.18,24.45,0.06,3.81
5522v,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522v_ko_0.tif,0.0354686295853215,,3.480158,93.62,-0.38,8.79,34.64,-0.09,3.85
5522w,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522w_ko_1.tif,0.0831576584029925,,20.89575,94.49,-0.69,9.84,15.79,0.89,4.26
5522x,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522x_ko_1.tif,0.0641372903235181,,8.295842,87.36,-0.07,19.43,23.99,0.51,5.03
5522y,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522y_kp_2.tif,0.0430302507143827,,13.27444,89.85,-1.17,8.75,19.92,0.13,0.53
5522z,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/5522z_kp_1.tif,0.0109720300195521,,95.29134,91.79,-0.3,3.42,14.9,-0.16,0.93
5523a,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523a_kp_0.tif,0.0150533867375456,,90.90711,92.15,-0.37,3.15,11.34,0.4,0.84
5523b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523b_kk_1.tif,0.0568252167313751,,10.26802,91.26,-1.23,8.91,28.84,-0.17,1.48
5523c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523c_ke_1.tif,0.0377872626867063,,11.40496,90.28,-0.64,3.9,23.21,0.48,5.79
5523d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523d_kp_0.tif,0.0284602448106641,,13.54154,93.96,-0.79,10.96,21.96,0.3,5.06
5523e,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523e_km_0.tif,0.0262474557046302,,29.30258,92.46,-0.3,3.29,15.74,0.32,2.84
5523f,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523f_ke_0.tif,0.0464916315845998,,22.24,93.58,-0.76,9.78,23.53,-0.26,9.16
5523g,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523g_ko_2.tif,0.0393632924805415,,4.121439,93.79,-0.56,8.74,45.29,-0.14,4.61
5523h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523h_kp_2.tif,0.0307626186128022,,7.48603,92.22,-0.45,4.34,25.43,0.36,-2.12
5523i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523i_km_0.tif,0.1300624730087619,,3.865613,91.06,-0.53,8.36,29.85,-0.04,0.09
5523j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523j_ke_0.tif,0.1414566036529895,,5.680134,92.84,-0.88,9.13,23.94,0.2,2.94
5523k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5523k_kp_2.tif,0.0724164319727703,,21.9453,93.1,-1.06,11.61,21.29,0.38,6.91
5524a,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524a_kp_1.tif,0.0138358111168558,,96.65439,91.37,-0.4,4.08,12.78,0.14,1.77
5524b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524b_kk_2.tif,0.06192881088676,,9.328898,91.84,-1.26,9.53,27.5,-0.2,1.82
5524c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524c_ke_0.tif,0.0347505408345312,,11.11166,91.64,-0.72,5.0,23.34,0.49,5.5
5524d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524d_kp_2.tif,0.0349111303745357,,13.68858,91.83,-0.77,10.38,21.91,0.36,5.19
5524e,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524e_km_0.tif,0.0286655786022039,,31.11111,92.38,-0.23,3.59,16.6,0.19,3.6
5524f,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524f_ke_2.tif,0.0453574655181665,,22.8769,94.05,-0.56,10.34,21.36,0.19,9.94
5524g,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524g_ko_0.tif,0.040855348598995,,3.69336,94.32,-0.58,8.97,42.72,0.05,3.79
5524h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524h_kp_2.tif,0.0361334969252336,,6.60557,91.46,-0.6,4.83,28.79,0.3,-4.29
5524i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524i_km_2.tif,0.1331258499522736,,3.757698,91.9,-0.55,8.75,28.94,0.05,0.54
5524j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524j_ke_1.tif,0.1402937508946607,,5.15732,93.1,-1.01,10.42,26.75,0.15,2.89
5524k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5524k_kp_1.tif,0.0809243051511947,,25.30221,93.28,-1.46,12.16,22.44,0.38,7.13
5525a,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525a_kp_0.tif,0.0124297269486048,,96.09114,90.97,-0.31,4.31,16.74,-0.04,1.3
5525b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525b_kk_0.tif,0.0558853546209556,,11.40784,91.44,-1.19,9.71,26.0,-0.14,1.77
5525c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525c_ke_1.tif,0.0357403844965309,,15.10832,91.66,-0.79,3.46,29.74,0.35,7.28
5525d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525d_kp_1.tif,0.0326169168905115,,17.47022,90.48,-1.28,10.37,22.96,0.53,6.63
5525e,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525e_km_2.tif,0.0291499114829682,,30.58122,90.38,-0.72,2.66,17.21,0.45,3.63
5525f,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525f_ke_0.tif,0.049038234316721,,20.87243,92.66,-1.11,10.88,36.1,0.11,11.1
5525g,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525g_ko_1.tif,0.0641511606024275,,3.465798,92.56,-0.51,8.51,36.35,0.08,0.64
5525h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525h_kp_2.tif,0.0373848010271523,,8.428806,91.12,-0.76,4.68,29.1,0.5,-4.84
5525i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525i_km_1.tif,0.127970236930704,,3.75123,90.84,-1.06,5.97,30.31,0.01,0.32
5525j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525j_ke_1.tif,0.1069729995309821,,6.497741,93.01,-0.98,10.28,21.62,0.37,2.41
5525k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5525k_kp_1.tif,0.0925670205839059,,24.55556,92.95,-0.94,10.69,14.77,0.25,5.01
5526a,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526a_kp_0.tif,0.0101796626027952,,95.78833,91.61,-0.57,2.62,15.03,-0.02,0.53
5526b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526b_kk_2.tif,0.0541072157571394,,11.55226,88.87,-1.29,7.06,28.91,-0.23,1.55
5526c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526c_ke_2.tif,0.0424104077198687,,16.25736,92.07,-0.68,2.91,32.17,0.44,7.06
5526d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526d_kp_1.tif,0.0556268198231902,,15.10079,92.06,-1.07,10.02,22.49,0.62,6.78
5526e,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526e_km_2.tif,0.033364607313527,,27.51738,90.78,-0.65,2.31,23.01,0.25,3.16
5526f,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526f_ke_1.tif,0.0534464613202504,,25.1952,92.98,-1.12,10.7,27.45,0.62,10.37
5526g,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526g_ko_0.tif,0.0534587701834945,,4.050019,92.05,-0.35,8.05,34.78,0.02,1.6
5526h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526h_kp_1.tif,0.0348927865172699,,8.520584,91.16,-0.59,3.54,24.3,0.41,-1.0
5526i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526i_km_1.tif,0.1304492718196812,,4.110105,90.81,-0.96,5.84,30.63,-0.2,0.48
5526j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526j_ke_0.tif,0.1473678027152565,,4.822392,92.84,-0.77,9.86,23.13,0.35,2.1
5526k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.1_jd/5526k_kp_0.tif,0.0845332671191191,,25.18868,92.3,-0.61,10.77,16.14,0.24,4.95
5527aa,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box5.2_jd/5527aa_kp_2.tif,0.0101525512667947,0.173,99.86306,91.3,-0.77,6.57,18.61,-0.05,3.48
5527b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box5.2_jd/5527b_ke_2.tif,0.0353990774990593,0.346,7.726556,90.59,-1.1,12.34,27.84,0.34,3.47
5527bb,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box5.2_jd/5527bb_kp_2.tif,0.0368553378799136,0.341,11.09947,93.22,-0.8,11.47,18.59,0.07,2.22
5527c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box5.2_jd/5527c_ke_2.tif,0.0359919685047387,0.352,28.80436,90.28,-1.34,11.68,14.66,0.45,4.49
5527cc,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box5.2_jd/5527cc_kp_1.tif,0.0251976852254443,0.173,10.02606,92.87,-1.06,8.7,23.84,0.12,1.03
