catalog,roughness,thickness,g60,LAB_L_dmin,LAB_A_dmin,LAB_B_dmin,LAB_L_dmax,LAB_A_dmax,LAB_B_dmax
287c,,0.3,9.136301,96.53,-0.48,5.54,23.45,0.04,2.03
287d,,0.25,96.06456,96.09,1.81,-4.56,14.59,1.61,-2.72
287e,,0.254,13.55556,94.41,1.43,-3.2,19.94,0.6,-0.91
287f,,0.288,62.28542,91.53,0.56,3.29,12.06,1.25,3.07
287g,,0.294,38.20264,94.36,-0.08,6.16,15.3,1.14,7.82
287h,,0.251,23.61044,93.47,1.35,-3.45,13.03,1.01,1.2
2880,5.337527130509312,0.186,9.162844,92.21,-0.7,5.78,,,
2882,4.810219964190933,0.175,54.35157,91.62,-0.1,-1.23,,,
2883,5.317387529567268,0.181,49.40694,91.29,-0.19,-1.22,,,
2884,5.774050464132556,0.175,52.87992,91.57,-0.39,-0.28,,,
2885,5.402477908094763,0.168,49.73167,91.5,-0.06,-1.87,,,
2886,5.389054847849643,0.178,51.09795,91.21,-0.42,-1.76,,,
2888,4.829145641329495,0.329,10.0523,93.95,-0.97,6.6,,,
2889,13.364581276979717,0.117,7.813867,93.61,-1.14,5.74,,,
288a,,0.284,1.934011,82.22,2.78,21.18,29.31,3.21,5.46
288b,,0.186,1.526854,81.84,-0.06,12.31,35.0,0.55,-1.98
288c,,0.155,84.06809,81.49,-0.01,13.47,21.86,0.51,4.26
288d,,0.293,7.37752,69.77,2.47,18.88,21.1,2.2,3.15
289a,3.4976481441926284,0.274,78.88058,84.11,-0.72,8.58,19.09,0.02,3.03
289b,5.330209625104756,0.301,12.21729,84.74,-1.29,13.09,24.03,-0.01,2.96
289c,6.149443031064755,0.275,1.979697,85.75,-0.56,10.25,32.07,0.23,1.55
289d,5.498740386024708,0.281,2.4059,88.2,1.56,19.03,37.28,0.25,4.19
289e,20.145498430771696,0.302,4.523332,88.29,1.53,24.09,22.76,0.36,0.93
289f,5.392988363311921,0.169,83.02204,88.49,-1.16,4.97,11.24,1.05,4.5
289g,3.7798901393931086,0.269,87.96735,87.49,-0.9,8.45,17.84,0.27,4.17
289h,5.633353627783357,0.284,7.57755,86.58,-0.63,10.04,26.3,0.69,-1.04
2900,13.819496802689477,0.117,7.558302,93.41,-1.06,5.4,,,
2901,13.26653981677896,0.117,7.974016,93.91,-1.0,4.4,,,
2903,18.688036383695493,0.264,3.369089,93.83,-0.71,10.44,,,
2904,3.508761107728359,0.183,61.24923,95.13,0.4,-1.59,,,
2905,3.5426660733107243,0.185,50.89915,93.56,0.15,6.61,,,
2906,5.356151084487635,0.171,45.77866,94.8,0.53,0.15,,,
2907,1.894118531189652,0.259,96.23662,94.13,-1.19,3.45,,,
2908,4.573760252915249,0.169,57.32061,92.83,0.28,0.53,,,
2909,4.454982128554566,0.165,57.29018,94.53,-0.23,1.74,,,
290a,1.713728066650939,0.233,92.75397,96.3,0.22,0.73,7.33,1.76,-0.21
290b,6.616654314396473,0.249,12.43273,96.4,0.32,-0.25,16.27,1.21,-0.42
290c,6.268504710468458,0.238,43.9499,96.52,0.23,0.31,6.61,2.13,-0.16
290d,1.785784928933733,0.23,97.65299,96.47,0.28,-0.63,6.19,2.26,-0.3
290e,3.8655865286650473,0.236,14.62878,96.53,0.31,-0.24,16.19,1.25,-0.67
290f,6.522945637534161,0.232,37.97229,96.14,0.28,-0.33,6.58,2.29,-0.39
290g,3.233787401486163,0.3,27.07001,94.3,0.89,-0.98,14.57,1.04,0.78
290h,3.61581342351392,0.304,69.19444,92.91,2.82,4.58,4.89,2.31,-2.07
290i,4.124651791474272,0.318,14.76935,95.43,2.03,2.58,18.14,0.95,-1.56
290j,3.30037038312203,0.309,46.43419,93.19,0.7,10.45,8.17,0.52,1.45
2910,4.9634168325836,0.162,49.08958,94.61,-0.34,2.44,,,
2911,23.029696664518056,0.359,15.50998,95.41,-0.59,9.08,,,
2913,5.502860891164733,0.178,55.89238,96.57,1.09,-0.79,,,
2917,4.849183134811491,0.174,59.76253,90.98,0.1,1.33,,,
2918,6.263707476122611,0.168,24.3624,89.07,-0.83,7.02,,,
2919,4.838886923789733,0.176,48.882,88.51,-0.08,4.47,,,
2920,9.53439311662311,0.165,7.254464,87.61,-2.15,11.52,,,
2921,11.660580725162283,0.175,7.857562,88.81,-1.12,5.46,,,
2922,14.304614173370917,0.28,4.434297,89.9,0.45,21.09,,,
2923,14.892329382070448,0.314,5.933644,88.83,0.76,23.29,,,
2924,6.63180388714592,0.287,51.34409,83.61,-1.16,18.87,,,
2925,4.4324736813091725,0.163,62.34252,92.46,0.39,-0.34,,,
2926,4.538364027421945,0.165,62.77517,92.16,0.35,0.7,,,
2927,4.537743623865466,0.286,58.38794,89.41,-0.78,5.4,,,
2928,4.286907153117311,0.16,49.92448,90.01,-0.34,5.31,,,
2929,9.231401655559395,0.316,9.099487,92.97,-1.07,9.6,,,
292a,,0.241,27.3093,86.17,-0.35,1.28,12.77,1.05,1.19
292b,,0.241,73.4715,86.54,-0.14,0.42,11.77,0.92,0.39
292c,,0.135,9.866615,79.94,-0.24,3.42,13.49,0.57,0.51
292d,,0.235,77.32560000000001,85.17,-0.38,1.34,11.74,0.97,2.3
292e,,0.32,9.476688,86.64,-0.45,7.89,16.82,0.21,1.45
292f,,0.364,39.10059,87.93,-1.03,7.54,15.02,0.37,8.73
292g,,0.177,8.976112,86.38,1.29,-0.52,24.55,0.64,-1.11
292h,,0.389,8.359018,86.05,-0.83,9.04,18.63,0.27,4.68
292i,,0.358,58.36654,86.17,1.83,-0.72,14.01,1.58,-4.01
292j,,0.375,8.69298,87.84,-0.51,9.05,17.33,0.4,4.56
2930,5.161662745687317,0.178,41.88739,91.36,0.24,1.94,,,
2931,9.181051642571946,0.329,9.208481,93.34,-1.06,10.16,,,
2932,9.966474439293432,0.343,7.278366,94.22,-1.27,8.57,,,
2934,9.175307403435784,0.325,4.639133,93.9,-0.69,10.42,,,
2935,11.915568007482348,0.154,2.881758,83.19,-0.92,17.03,,,
2936,10.690880638114018,0.177,5.945122,89.02,-1.12,11.87,,,
294,20.489496351601783,0.362,12.64109,93.24,-0.51,7.78,,,
2940,5.668968341052763,0.183,56.84357,92.93,0.35,1.29,,,
2942,5.795999522621004,0.178,56.36914,93.07,0.33,0.84,,,
2943,5.41186741824813,0.182,56.11492,92.77,0.34,1.15,,,
2944,5.7917414669136,0.188,55.22029,91.95,0.17,4.02,,,
2945,9.813054920060996,0.322,4.332456,93.76,-0.6,11.25,,,
2946,9.82888172185544,0.301,4.120711,94.12,-0.94,10.43,,,
2947,7.477150631406197,0.135,43.51898,70.76,3.29,10.12,,,
2948,10.244891124753472,0.358,9.489435,95.7,-0.82,7.93,,,
2949,5.449021312629185,0.3095,51.79986,94.37,-0.74,2.19,,,
294a,13.610501672897636,,9.138933,93.1,-0.59,8.44,46.29,-0.66,4.0
294b,7.0884166490064215,,11.52462,93.27,-0.2,7.98,26.47,-0.13,6.46
294c,7.08026627209257,,2.476583,93.36,-0.28,8.27,35.23,-0.04,3.4
294d,6.107174935884735,,13.63473,94.66,-1.21,6.23,18.73,0.34,2.69
294e,2.4089044841742475,,59.78491,92.21,0.25,1.15,31.78,-0.84,3.22
294f,8.31296901583222,,13.45628,94.08,-0.51,9.29,20.29,-0.21,5.29
294h,8.790508297846694,,1.223023,93.55,-0.49,8.56,28.17,0.03,1.1
294i,7.003768073321631,,35.76865,90.71,-0.54,3.77,24.57,0.16,1.94
294j,10.785898370914486,,11.46533,90.21,-0.59,8.29,22.86,0.09,4.93
294k,12.671081327209338,,12.34432,93.28,-0.78,8.93,18.11,-0.01,3.61
294l,7.642387110510355,,12.79811,90.91,-0.68,4.66,25.47,0.09,0.32
294m,27.66544259387973,,3.62628,92.6,-0.21,9.06,30.04,1.19,0.8
294n,10.956738708450116,,10.92262,92.05,0.82,17.23,35.24,-0.07,8.47
294o,24.389969070034617,,3.858348,89.25,-0.53,8.92,31.49,0.03,1.67
294p,18.13166526297336,,7.108127,91.86,0.78,18.63,25.52,0.3,2.16
294q,11.638632192600118,,1.315527,94.11,-0.28,8.18,30.69,0.07,3.49
294r,15.169009625979044,,1.014291,91.77,0.6,16.2,25.91,-0.06,0.59
294s,21.65835235179375,,11.15513,93.55,-0.34,7.48,17.52,-0.2,3.71
294t,17.797252301429907,,4.765815,92.36,0.34,17.52,21.1,0.25,2.48
2950,5.556004081973132,0.164,49.82737,92.07,-0.35,1.28,,,
2951,5.090174595386696,0.3215,55.58834,92.55,-0.27,-0.28,,,
2952,8.92603183399231,0.339,6.830913,95.49,-0.86,3.95,,,
2954,3.9733852287894975,0.179,65.52096,91.64,0.38,2.28,,,
2955,4.98516113794885,0.3,58.30991,89.65,-0.05,5.9,,,
2956,4.924245533353654,0.178,59.42453,89.42,0.14,1.76,,,
2957,6.418261596446951,0.175,48.87456,90.94,-0.32,-0.52,,,
2958,4.36970880362586,0.167,53.19116,90.19,0.2,1.07,,,
2959,5.024203478752003,0.162,37.43829,89.27,0.29,1.75,,,
295a,3.4276043283225595,,107.449,92.16,-0.41,3.7,10.32,0.29,1.91
295b,15.934660468237604,,12.01292,90.82,-1.28,9.47,28.68,-0.23,2.69
295c,6.678930483037428,,10.70512,91.49,-0.53,4.52,23.89,0.52,4.53
295d,6.352992990344248,,14.13453,91.54,-0.81,11.39,22.39,0.36,5.35
295e,5.851267154011424,,35.94564,92.48,-0.35,4.0,16.29,0.33,4.53
295f,8.825082058222154,,24.14709,93.09,-0.61,10.58,24.81,-0.0,10.34
295g,10.191788825025691,,4.164184,93.79,-0.47,9.59,42.84,0.16,3.52
295h,8.393660522619474,,8.450693,93.32,-0.41,4.49,28.59,0.23,-3.37
295i,28.06334509905403,,3.703848,91.98,-0.61,9.35,31.04,-0.17,1.28
295j,19.7225035112164,,5.533071,94.19,-0.54,10.01,24.51,0.29,2.88
295k,18.88921801806855,,23.08728,92.48,-0.9,11.57,22.45,0.3,7.69
2960,5.196819210422062,0.179,39.71177,90.22,0.25,1.19,,,
2961,6.1339681431794135,0.169,53.80375,90.28,0.17,0.27,,,
2962,6.622921653176686,0.175,43.02586,90.51,0.24,0.93,,,
2963,7.38155833287338,0.18,46.08228,91.22,-0.25,-0.01,,,
2964,8.17092058950145,0.365,8.743887,93.49,-0.69,6.79,,,
2965,8.444068410889647,0.134,7.274995,87.6,0.78,3.03,,,
2966,5.705279150253696,0.273,54.31298,88.89,-0.73,8.16,,,
2968a,6.747545656865874,,9.919254,89.88,0.15,5.4,46.13,-2.09,-1.22
2968aa,24.841343390921608,,11.90727,92.86,-0.63,9.39,27.32,0.12,3.57
2968b,4.7624899706290496,,9.474728,92.74,-1.12,10.11,31.92,0.65,-0.61
2968bb,4.477825259414086,,38.12277,92.71,-1.47,10.29,12.77,0.41,0.55
2968c,15.202494284998007,,6.700058,93.07,-1.0,9.07,29.22,0.28,1.52
2968cc,4.941073960881523,,8.778341,89.46,-0.66,6.04,19.31,0.49,0.74
2968d,4.881692159364331,,4.912612,92.12,-1.15,10.36,38.09,-0.33,-1.91
2968dd,7.19427307691839,,9.116159,92.5,-0.59,12.48,17.67,0.18,1.44
2968e,6.394639511385977,,10.94773,90.09,-0.48,14.21,20.21,0.74,1.39
2968ee,18.286382396620983,,2.256659,92.38,-0.89,11.22,28.33,0.18,0.81
2968f,6.951464672411723,,23.58367,91.44,-0.8,12.89,12.49,1.0,7.23
2968ff,2.909887409072879,,96.45248,90.69,-0.63,5.75,13.98,0.67,1.82
2968g,9.221612003150607,,7.707417,90.94,0.81,18.11,24.76,0.2,5.47
2968gg,2.85870682637375,,93.31197,90.61,-0.62,5.36,11.48,0.72,2.47
2968h,20.1433490207882,,11.7245,91.99,-0.34,11.57,17.23,0.29,5.43
2968hh,6.095917299522277,,13.23621,89.81,-1.0,13.12,24.18,2.19,5.4
2968i,3.0559316145155453,,90.90921,90.01,-0.94,6.83,17.61,1.04,3.87
2968ii,19.53703446792661,,14.42091,86.26,-0.13,17.22,29.75,6.05,18.06
2968j,2.956518059071771,,96.61518,85.83,-0.6,5.23,14.27,0.88,5.21
2968jj,8.792154043511609,,9.109962,88.4,-0.7,15.24,34.31,9.02,16.55
2968k,5.774337993951332,,7.920379,89.55,-0.6,5.66,32.66,-0.29,-2.24
2968kk,10.371446205642467,,10.73456,88.66,0.07,20.29,32.13,5.32,13.37
2968l,5.556736273898751,,6.757383,89.39,-1.06,8.06,23.2,0.18,1.16
2968ll,18.99656818460583,,4.347746,90.7,-0.93,10.77,28.57,0.51,0.17
2968m,4.4115854039762015,,30.71539,92.88,-1.21,8.52,20.81,-0.17,4.38
2968mm,43.22337656946687,,2.977517,84.61,-1.6,24.33,53.5,-1.9,-1.38
2968n,5.988453754263927,,26.17053,84.78,-0.3,5.0,12.4,0.39,2.99
2968nn,4.227450119299274,,2.97457,90.79,-1.36,9.54,33.12,4.34,8.37
2968o,15.16975307367064,,4.811057,92.0,-0.85,9.98,27.39,-0.07,2.13
2968p,5.464686171505212,,1.762713,93.45,-1.15,8.64,33.55,-0.08,0.66
2968q,9.205735065971751,,6.555274,92.51,-0.6,10.7,26.87,0.18,2.08
2968r,9.011173787211694,,23.25734,90.84,-0.6,10.83,20.29,0.26,6.44
2968s,8.376624494234017,,2.815722,93.15,-0.91,10.0,42.74,-1.21,0.05
2968t,6.655926888660905,,2.576426,87.91,-0.44,7.26,34.91,0.03,2.12
2968u,3.762506583628306,,93.65797,88.9,-0.62,6.51,16.02,0.34,1.97
2968v,3.0192057698777885,,94.07703,89.81,-0.79,5.3,14.62,0.39,3.7
2968vv,15.09408200499727,,10.5627,88.42,-1.43,14.04,29.96,6.59,13.94
2968w,15.85315702752643,,7.46688,91.4,-1.33,12.05,24.45,0.3,0.9
2968ww,7.575938829990903,,20.90433,86.51,-0.98,13.24,15.35,2.02,4.85
2968x,16.836185191077735,,3.031599,91.72,-1.0,9.61,29.3,-0.04,1.29
2968xx,15.263602918668758,,17.16207,87.36,-0.62,13.66,24.07,3.12,10.21
2968y,11.29872408407054,,6.328941,91.38,0.38,16.71,28.29,0.05,2.77
2968z,19.50261101502257,,3.801192,90.77,-0.69,16.1,31.0,-0.03,3.79
296a,3.0998860901942806,,94.39486,91.69,-0.6,2.5,14.87,-0.13,1.64
296b,15.57392812716939,,13.83878,91.69,-1.12,9.56,25.88,-0.17,2.57
296c,8.463365410943895,,17.59895,91.82,-0.73,3.27,24.21,0.5,7.5
296d,6.968200938388488,,19.51599,93.21,-0.91,10.86,23.39,0.61,7.56
296e,8.161604514935465,,25.08341,90.76,-0.83,2.83,19.4,0.41,4.13
296f,8.502449926600772,,22.7997,93.33,-0.82,11.33,27.47,0.54,11.72
296g,15.20976603899563,,3.760392,93.61,-0.57,8.28,36.39,0.16,2.75
296h,10.497487817430512,,9.042575,91.4,-0.29,5.97,26.55,0.4,-0.95
296i,28.40250103705044,,4.188068,91.24,-0.98,6.71,33.54,0.28,0.99
296j,15.70896904336492,,6.968605,93.47,-0.96,10.29,21.49,0.46,4.28
296k,18.758511592937,,24.30967,93.26,-1.04,10.8,16.86,0.4,6.22
2970,4.763315289693984,0.284,39.79392,94.55,2.11,0.48,,,
2971,4.2146098281693005,0.273,14.40616,96.62,0.29,-0.22,,,
2972,4.60647192828423,0.281,3.191018,96.78,1.66,-1.17,,,
2973,8.765471737051033,0.351,6.980713,95.7,0.07,7.49,,,
2974,3.776743894382101,0.274,64.61189,96.39,-0.83,2.19,,,
2975,4.391263409546599,0.271,54.25286,96.8,-0.61,1.24,,,
2976,9.648843573056077,0.232,21.61784,93.9,-0.91,4.79,,,
2977,5.3527730624625365,0.298,15.59639,93.34,-0.07,4.7,,,
2978,8.938163518526386,0.173,10.29642,90.43,-1.04,5.97,,,
2979,17.220920947874685,0.281,10.34421,95.27,-0.45,6.34,,,
297a,2.8976951456511872,,95.02373,92.87,-0.56,3.4,11.11,0.36,0.77
297b,14.42653411924734,,12.54915,91.96,-1.48,9.58,23.68,-0.07,2.43
297c,7.723467821846643,,15.80211,91.18,-0.97,4.31,22.4,0.25,5.26
297d,7.854337084233082,,16.01245,92.04,-1.11,10.97,20.78,0.76,5.98
297e,6.379872580977485,,40.26569,93.5,-0.29,3.43,18.42,0.43,3.0
297f,8.25071856457422,,34.09638,93.46,-1.06,10.18,18.55,0.4,9.02
297g,7.798746080943153,,20.54636,93.72,-0.6,9.14,22.23,0.65,7.26
297h,7.90306694810519,,7.994361,91.51,-0.78,5.03,24.75,0.21,-0.33
297i,29.09189112363904,,3.544557,92.59,-0.95,9.41,29.88,-0.29,1.4
297j,18.205461462671565,,5.873181,93.29,-0.65,10.12,22.27,0.2,3.35
297k,15.66779861506649,,28.15861,93.61,-0.68,11.78,32.81,0.45,6.59
2980,15.710962529524991,0.283,11.66772,95.63,-0.62,5.52,,,
2981,4.339603342122758,0.293,53.02633,95.59,0.66,3.34,,,
2982,8.740108744904042,0.267,6.834594,95.06,-0.01,7.32,,,
2983,3.2708329416876927,0.288,3.088413,96.01,1.51,0.13,,,
2984,3.34418928657905,0.292,63.16965,94.51,0.19,-0.71,,,
2985,4.302182423589965,0.281,47.70144,95.72,1.6,-0.15,,,
2986,5.524532315802193,0.163,13.20901,93.31,0.09,3.23,,,
2987,4.134147413557606,0.167,58.81387,92.17,0.61,2.03,,,
2988,6.420698711739461,0.334,3.880071,92.99,-0.77,6.48,,,
298a,2.373453526413116,0.237,86.71981,92.84,0.04,-0.14,9.6,0.92,0.95
298b,14.117941523668392,0.133,11.93811,92.66,-1.17,9.43,16.02,0.62,1.5
298c,7.970719256607405,0.353,14.97062,92.95,-1.36,8.28,20.44,0.21,4.79
298d,7.46055614650955,0.353,16.28084,92.5,-1.29,8.9,24.37,0.83,8.77
298e,3.980096694435969,0.338,51.18484,92.6,-0.6,4.36,15.32,0.38,2.97
298f,9.884629573252694,0.345,34.04139,94.51,-1.18,7.54,27.21,0.62,10.1
298g,8.287954628517248,0.307,3.6071,94.2,-1.02,8.1,30.14,0.03,3.15
298h,8.115932564583234,0.171,8.922911,93.2,-0.87,5.85,36.18,0.1,1.33
298i,25.26206369428537,0.195,5.725029,92.09,-0.87,7.34,38.18,-0.52,3.64
298j,12.67420929154137,0.379,7.267839,91.24,-0.88,10.92,21.46,0.28,4.36
298k,21.004262159007475,0.312,14.85823,93.71,-0.99,6.91,20.76,0.03,5.61
2992,26.784860068895508,0.281,8.985166,93.45,-0.92,10.15,,,
2993,3.369722825035086,0.292,61.75888,96.65,-0.34,2.13,,,
2994,6.039562828995835,0.171,43.70531,91.08,0.09,3.39,,,
2995,4.731573698705099,0.175,44.61805,95.83,-1.17,4.64,,,
2996,1.7655967497099987,0.239,46.17202,94.54,2.49,-2.98,,,
2997,3.980150716960501,0.166,47.72283,95.08,1.91,-0.18,,,
2998,1.688776909078477,0.251,68.91354,95.92,-0.1,4.68,,,
2999,13.733924127299025,0.287,6.13852,96.8,-0.26,3.23,,,
3000,2.067006655251733,0.246,3.509825,93.15,2.14,1.52,,,
3001,8.684799518202885,0.17,9.07771,93.97,-1.15,6.29,,,
3002,5.99123849083618,0.17,41.63075,93.95,-0.57,4.36,,,
3003,4.277886336198035,0.175,31.80919,91.28,-1.48,10.12,,,
3004,8.598690139412424,0.341,12.18027,94.86,-1.29,6.32,,,
3005,12.503364265093284,0.126,9.533526,91.56,-1.49,7.81,,,
3006,4.834901441046114,0.35,10.27312,93.22,-0.66,11.11,,,
3008,12.750595282627902,0.359,6.493748,94.06,-0.75,8.85,,,
3011,8.555113891944046,0.362,9.645341,94.36,-0.48,9.92,,,
3013,2.1088496350882857,0.245,42.70921,93.39,-1.08,2.15,,,
3014,2.162631016534834,0.243,34.88336,93.55,-0.96,1.91,,,
3015,6.0682893282721,0.27,19.45496,83.44,-0.26,16.6,,,
3016,3.901177325188073,0.168,55.06157,91.97,-0.68,4.07,,,
3017,6.416550895953024,0.241,3.852118,95.71,1.83,-0.88,,,
3018,7.2984253170561635,0.242,11.57488,94.55,1.62,-3.37,,,
3019,1.786076311698633,0.239,96.74866,94.2,1.66,-3.78,,,
301a,13.731447762533923,0.131,12.99401,,,,,,
301b,7.911844861976431,0.338,20.27139,,,,,,
301c,3.3208081491328296,0.177,93.11406,,,,,,
301d,10.220238003421542,0.369,17.29359,,,,,,
301e,7.789599923837203,0.198,34.40528,,,,,,
301f,9.958721960786558,0.362,21.93652,,,,,,
301g,10.617153561481349,0.39,10.84141,,,,,,
301h,9.103219840370055,0.347,12.40857,,,,,,
301i,22.445683034653232,0.195,6.2766,,,,,,
301j,15.427870588468712,0.426,7.398799,,,,,,
301k,23.4746201884044,0.363,15.50306,,,,,,
3021,7.209986101499979,0.237,25.1567,93.83,1.67,-3.86,,,
3022,1.742654557766665,0.237,96.38081,94.48,1.74,-3.88,,,
3023,1.7969439512111685,0.237,95.42967,94.46,1.57,-4.09,,,
3024,7.026368107020125,0.235,26.80418,94.24,1.55,-3.64,,,
3025,3.8926501387615935,0.284,61.25904,96.71,1.01,2.53,,,
3029,6.487931178356907,0.239,30.41705,94.49,1.62,-3.97,,,
302a,6.455204366892192,,11.76481,87.56,-0.44,10.84,18.18,0.6,2.37
302b,6.24825676155622,,6.949397,91.01,-0.46,11.48,29.7,0.91,4.12
302c,6.963062004417551,,25.82225,87.11,-0.05,14.12,10.35,1.14,3.52
302d,6.936603566032053,,6.056964,91.29,-1.02,6.98,25.93,0.55,0.52
302e,7.884266183640904,,10.12776,90.38,-0.3,14.39,22.69,0.79,2.09
302f,16.545857020060193,,9.472538,91.87,-1.36,13.7,23.91,0.96,2.33
302g,7.580269403857712,,17.12648,91.42,-0.71,12.3,13.51,0.91,3.92
302h,19.86290738376986,,6.928555,91.12,-0.49,12.36,24.62,0.77,1.41
302i,25.847875258996684,,5.371958,90.18,-0.23,17.97,29.82,0.8,1.2
302j,3.1480617470501864,,81.40318,87.8,-0.03,8.44,14.21,0.97,4.14
302k,33.841622446445044,,9.467641,86.4,0.36,13.7,19.61,1.1,3.14
302l,14.502809345252189,,6.622545,86.17,2.74,25.77,20.03,0.5,0.6
302m,22.515579708868167,,4.871302,87.38,-0.17,15.19,21.88,0.49,1.79
3030,2.8718129902358647,0.288,2.749599,95.82,1.76,0.23,,,
3031,5.913165772783903,0.242,29.3285,94.25,1.56,-3.59,,,
3032,3.010648150339563,0.275,64.3529,95.56,-0.23,1.02,,,
3033,1.908282972903826,0.237,81.5669,92.69,-0.03,6.44,,,
3034,3.2354368328049827,0.222,36.7376,93.24,-0.42,1.21,,,
3035,3.6174409124090174,0.29,67.94105,96.4,-0.27,1.97,,,
3036,6.230149243572596,0.301,8.441125,95.74,-0.24,2.79,,,
3037,6.807519192008115,0.308,8.489982,95.65,-0.21,3.03,,,
3038,7.6613346098998685,0.303,8.529209,95.6,-0.69,3.82,,,
3039,3.789397156571541,0.3,55.10121,95.23,1.44,0.75,,,
3042,12.26143726780152,0.118,8.6297,96.56,0.87,0.5,,,
3043,27.973253308194337,0.129,5.945562,65.3,6.68,23.49,,,
3044,3.681377738548324,0.295,56.0264,95.24,1.8,-0.23,,,
3045,5.547769240867543,0.163,48.66922,91.23,-0.57,0.78,,,
3046,5.569213469215019,0.176,43.23109,88.22,-0.14,2.83,,,
3047,11.054492059530098,0.332,6.596063,94.2,-1.14,7.52,,,
3048,4.676740973445321,0.31,67.94389,93.54,-0.25,5.62,,,
3049,6.487678658112543,0.326,3.200985,94.16,-0.79,6.06,,,
304a,2.9867374383395093,0.166,91.37915,92.39,-0.39,5.3,12.26,0.17,1.58
304b,13.421816960883486,0.131,13.7608,91.73,-0.89,11.31,23.55,-0.01,2.67
304c,5.234464443683248,0.384,22.94349,93.8,-1.09,8.69,26.75,0.47,8.04
304d,5.397822669048782,0.333,21.33165,93.08,-1.19,11.46,21.49,0.71,6.92
304e,4.523676778735315,0.178,50.84559,92.23,-0.55,4.28,17.13,0.33,4.31
304f,5.099583645076367,0.352,47.68263,93.76,-1.13,8.23,17.64,0.59,8.02
304g,16.50222379679542,0.337,3.093192,92.09,-0.48,11.18,37.27,0.42,2.79
304h,8.79719767240356,0.169,8.34408,91.46,-0.43,6.7,27.31,0.33,-4.1
304i,18.696903553087168,0.214,5.078529,93.31,-0.44,9.98,31.86,0.03,1.47
304j,8.943405058242321,0.357,8.584442,93.05,-0.73,10.78,19.75,0.77,3.94
304k,14.712702437231547,0.321,22.06868,93.74,-1.09,8.32,14.89,0.56,8.25
3050,7.100923924388646,0.168,12.96508,92.63,-0.87,6.81,,,
3052,8.046127313713205,0.355,8.067965,94.89,-0.53,8.76,,,
3053,5.068360403632391,0.18,46.96521,92.68,-0.07,5.16,,,
3054,7.0493765686343925,0.181,37.70693,91.66,-0.13,2.22,,,
3055,18.958187574639776,0.33,6.783048,90.56,0.19,18.59,,,
3056,4.221480460405103,0.155,56.55459,95.81,-0.97,3.39,,,
3057,13.364466383612635,0.272,6.133024,93.23,-0.61,9.01,,,
3058,15.711258432906767,0.274,17.63745,93.06,-0.19,7.25,,,
3059,6.471195865939979,0.244,28.87954,94.32,1.42,-3.08,,,
305a,2.0217525558144445,0.226,87.42349,92.57,0.04,1.07,11.88,0.42,1.67
305b,12.997255543519,0.126,10.39235,91.46,-1.17,10.01,17.83,0.3,1.77
305c,7.997851251048805,0.36,15.15489,93.23,-1.08,6.77,18.31,0.34,4.9
305d,6.730593080853165,0.367,17.20291,92.68,-1.14,7.25,24.1,0.44,9.16
305e,4.247341090908379,0.328,43.56895,91.97,-0.83,4.51,14.34,0.48,4.01
305f,6.168146027946334,0.347,38.91623,92.31,-1.13,8.41,29.12,-0.04,9.98
305g,7.697107996930486,0.333,2.919447,91.13,-1.14,8.09,30.36,0.27,3.29
305h,7.677142642726545,0.167,13.70285,91.39,-0.76,6.7,33.27,-0.23,1.57
305i,28.14544331894244,0.202,4.73297,91.97,-0.71,8.93,39.04,-0.46,2.96
305j,13.263372359000034,0.369,6.909017,92.91,-0.74,9.98,21.78,0.35,6.29
305k,13.879143043239248,0.307,24.23573,91.95,-0.83,6.13,19.35,0.32,9.49
3060,26.00642780282985,0.231,91.76651,60.46,-0.7,-0.89,,,
3061,4.397629954682389,0.289,7.585281,95.11,0.54,6.51,,,
3062,4.120818928073101,0.292,48.89793,95.71,1.35,0.26,,,
3063,8.545235036533906,0.341,6.643959,92.85,-1.16,9.21,,,
3064,1.8917722058797448,0.237,96.15963,93.7,0.27,4.57,,,
3066,1.9260991019037847,0.256,93.90627,93.51,-1.55,5.84,,,
3067,26.60743752027461,0.284,10.48261,91.15,-1.18,11.52,,,
3069,7.449937566397529,0.365,6.062385,94.45,-1.21,7.56,,,
307,6.681683128954629,0.174,44.85334,93.51,0.81,0.74,,,
3070,4.646649282802,0.159,54.0461,93.2,-1.04,1.76,,,
3071,4.696124457886432,0.157,55.64292,92.94,-0.75,0.86,,,
3072,1.91991898743262,0.232,54.36674,94.15,-0.89,3.79,,,
3073,5.126114851433558,0.186,53.08218,91.96,0.3,1.45,,,
3074,4.232609419256377,0.179,62.37394,92.03,0.25,1.31,,,
3075,1.943907244194536,0.231,64.14474,93.47,-0.79,6.41,,,
3076,4.407006396335655,0.159,47.1661,93.19,-0.65,0.57,,,
3077,7.628472937268118,0.289,21.00105,94.26,-0.09,4.43,,,
3078,3.572658991236389,0.277,9.355722,94.63,0.39,2.84,,,
3079,9.731381175465737,0.256,24.61667,94.78,0.4,3.16,,,
308,5.525309222196792,0.176,46.82587,96.13,0.56,0.28,,,
3082,1.943306500667796,0.259,95.938,94.2,-0.99,4.78,,,
3083,12.943917138841794,0.354,2.683519,92.17,-1.65,17.12,,,
3084,7.46257440129287,0.276,28.31894,94.28,0.24,4.09,,,
3085,8.35406440268186,0.277,27.30888,94.35,0.17,3.88,,,
